order_details_id,order_id,order_date,order_time,item_id,item_name,category,price,month,month_name,day_name,hour,week,is_weekend,price_tier
2405,1070,2023-01-18,18:21:27,101,Hamburger,American,12.95,1,Jan,Wednesday,18,3,False,Mid ($10–15)
2406,1070,2023-01-18,18:21:27,113,Edamame,Asian,5.0,1,Jan,Wednesday,18,3,False,Budget (<$10)
2407,1071,2023-01-18,18:27:40,112,Salmon Roll,Asian,14.95,1,Jan,Wednesday,18,3,False,Mid ($10–15)
2408,1071,2023-01-18,18:27:40,118,Steak Burrito,Mexican,14.95,1,Jan,Wednesday,18,3,False,Mid ($10–15)
2409,1071,2023-01-18,18:27:40,130,Shrimp Scampi,Italian,19.95,1,Jan,Wednesday,18,3,False,Premium ($15–20)
2410,1072,2023-01-18,18:32:32,108,Tofu Pad Thai,Asian,14.5,1,Jan,Wednesday,18,3,False,Mid ($10–15)
2411,1072,2023-01-18,18:32:32,124,Spaghetti,Italian,14.5,1,Jan,Wednesday,18,3,False,Mid ($10–15)
2412,1072,2023-01-18,18:32:32,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Wednesday,18,3,False,Premium ($15–20)
2413,1073,2023-01-18,18:42:02,124,Spaghetti,Italian,14.5,1,Jan,Wednesday,18,3,False,Mid ($10–15)
2414,1073,2023-01-18,18:42:02,122,Chips & Salsa,Mexican,7.0,1,Jan,Wednesday,18,3,False,Budget (<$10)
2415,1073,2023-01-18,18:42:02,130,Shrimp Scampi,Italian,19.95,1,Jan,Wednesday,18,3,False,Premium ($15–20)
2416,1074,2023-01-18,19:01:54,127,Meat Lasagna,Italian,17.95,1,Jan,Wednesday,19,3,False,Premium ($15–20)
2417,1075,2023-01-18,19:15:17,129,Mushroom Ravioli,Italian,15.5,1,Jan,Wednesday,19,3,False,Premium ($15–20)
2418,1076,2023-01-18,19:36:15,117,Chicken Burrito,Mexican,12.95,1,Jan,Wednesday,19,3,False,Mid ($10–15)
2419,1076,2023-01-18,19:36:15,113,Edamame,Asian,5.0,1,Jan,Wednesday,19,3,False,Budget (<$10)
2420,1077,2023-01-18,20:13:25,103,Hot Dog,American,9.0,1,Jan,Wednesday,20,3,False,Budget (<$10)
2421,1078,2023-01-18,20:20:42,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Wednesday,20,3,False,Premium ($15–20)
2422,1078,2023-01-18,20:20:42,110,Pork Ramen,Asian,17.95,1,Jan,Wednesday,20,3,False,Premium ($15–20)
2423,1079,2023-01-18,20:45:11,126,Fettuccine Alfredo,Italian,14.5,1,Jan,Wednesday,20,3,False,Mid ($10–15)
2424,1079,2023-01-18,20:45:11,113,Edamame,Asian,5.0,1,Jan,Wednesday,20,3,False,Budget (<$10)
2425,1079,2023-01-18,20:45:11,106,French Fries,American,7.0,1,Jan,Wednesday,20,3,False,Budget (<$10)
2426,1080,2023-01-18,21:22:58,127,Meat Lasagna,Italian,17.95,1,Jan,Wednesday,21,3,False,Premium ($15–20)
2427,1080,2023-01-18,21:22:58,120,Steak Torta,Mexican,13.95,1,Jan,Wednesday,21,3,False,Mid ($10–15)
2428,1080,2023-01-18,21:22:58,121,Cheese Quesadillas,Mexican,10.5,1,Jan,Wednesday,21,3,False,Mid ($10–15)
2429,1080,2023-01-18,21:22:58,122,Chips & Salsa,Mexican,7.0,1,Jan,Wednesday,21,3,False,Budget (<$10)
2430,1081,2023-01-18,21:27:05,124,Spaghetti,Italian,14.5,1,Jan,Wednesday,21,3,False,Mid ($10–15)
2431,1082,2023-01-19,11:16:43,118,Steak Burrito,Mexican,14.95,1,Jan,Thursday,11,3,False,Mid ($10–15)
2432,1082,2023-01-19,11:16:43,106,French Fries,American,7.0,1,Jan,Thursday,11,3,False,Budget (<$10)
2433,1083,2023-01-19,11:19:51,105,Mac & Cheese,American,7.0,1,Jan,Thursday,11,3,False,Budget (<$10)
2434,1084,2023-01-19,11:27:33,107,Orange Chicken,Asian,16.5,1,Jan,Thursday,11,3,False,Premium ($15–20)
2435,1085,2023-01-19,11:37:05,109,Korean Beef Bowl,Asian,17.95,1,Jan,Thursday,11,3,False,Premium ($15–20)
2436,1085,2023-01-19,11:37:05,105,Mac & Cheese,American,7.0,1,Jan,Thursday,11,3,False,Budget (<$10)
2437,1085,2023-01-19,11:37:05,131,Chicken Parmesan,Italian,17.95,1,Jan,Thursday,11,3,False,Premium ($15–20)
2438,1086,2023-01-19,11:57:17,101,Hamburger,American,12.95,1,Jan,Thursday,11,3,False,Mid ($10–15)
2439,1086,2023-01-19,11:57:17,128,Cheese Lasagna,Italian,15.5,1,Jan,Thursday,11,3,False,Premium ($15–20)
2440,1087,2023-01-19,11:57:38,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Thursday,11,3,False,Premium ($15–20)
2441,1087,2023-01-19,11:57:38,131,Chicken Parmesan,Italian,17.95,1,Jan,Thursday,11,3,False,Premium ($15–20)
2442,1088,2023-01-19,12:00:52,107,Orange Chicken,Asian,16.5,1,Jan,Thursday,12,3,False,Premium ($15–20)
2443,1088,2023-01-19,12:00:52,128,Cheese Lasagna,Italian,15.5,1,Jan,Thursday,12,3,False,Premium ($15–20)
2444,1088,2023-01-19,12:00:52,113,Edamame,Asian,5.0,1,Jan,Thursday,12,3,False,Budget (<$10)
2445,1088,2023-01-19,12:00:52,106,French Fries,American,7.0,1,Jan,Thursday,12,3,False,Budget (<$10)
2447,1089,2023-01-19,12:03:57,107,Orange Chicken,Asian,16.5,1,Jan,Thursday,12,3,False,Premium ($15–20)
2448,1089,2023-01-19,12:03:57,104,Veggie Burger,American,10.5,1,Jan,Thursday,12,3,False,Mid ($10–15)
2449,1089,2023-01-19,12:03:57,130,Shrimp Scampi,Italian,19.95,1,Jan,Thursday,12,3,False,Premium ($15–20)
2450,1090,2023-01-19,12:14:24,101,Hamburger,American,12.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2451,1090,2023-01-19,12:14:24,102,Cheeseburger,American,13.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2452,1090,2023-01-19,12:14:24,109,Korean Beef Bowl,Asian,17.95,1,Jan,Thursday,12,3,False,Premium ($15–20)
2453,1090,2023-01-19,12:14:24,117,Chicken Burrito,Mexican,12.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2454,1090,2023-01-19,12:14:24,127,Meat Lasagna,Italian,17.95,1,Jan,Thursday,12,3,False,Premium ($15–20)
2455,1090,2023-01-19,12:14:24,127,Meat Lasagna,Italian,17.95,1,Jan,Thursday,12,3,False,Premium ($15–20)
2456,1090,2023-01-19,12:14:24,111,California Roll,Asian,11.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2457,1091,2023-01-19,12:20:28,113,Edamame,Asian,5.0,1,Jan,Thursday,12,3,False,Budget (<$10)
2458,1092,2023-01-19,12:23:38,101,Hamburger,American,12.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2459,1092,2023-01-19,12:23:38,102,Cheeseburger,American,13.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2460,1092,2023-01-19,12:23:38,109,Korean Beef Bowl,Asian,17.95,1,Jan,Thursday,12,3,False,Premium ($15–20)
2461,1093,2023-01-19,12:33:24,108,Tofu Pad Thai,Asian,14.5,1,Jan,Thursday,12,3,False,Mid ($10–15)
2462,1093,2023-01-19,12:33:24,117,Chicken Burrito,Mexican,12.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2463,1093,2023-01-19,12:33:24,111,California Roll,Asian,11.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2464,1093,2023-01-19,12:33:24,113,Edamame,Asian,5.0,1,Jan,Thursday,12,3,False,Budget (<$10)
2465,1093,2023-01-19,12:33:24,119,Chicken Torta,Mexican,11.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2466,1094,2023-01-19,12:33:50,115,Chicken Tacos,Mexican,11.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2467,1094,2023-01-19,12:33:50,104,Veggie Burger,American,10.5,1,Jan,Thursday,12,3,False,Mid ($10–15)
2468,1095,2023-01-19,12:47:24,102,Cheeseburger,American,13.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2469,1095,2023-01-19,12:47:24,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Thursday,12,3,False,Premium ($15–20)
2470,1096,2023-01-19,12:56:45,104,Veggie Burger,American,10.5,1,Jan,Thursday,12,3,False,Mid ($10–15)
2471,1096,2023-01-19,12:56:45,124,Spaghetti,Italian,14.5,1,Jan,Thursday,12,3,False,Mid ($10–15)
2472,1096,2023-01-19,12:56:45,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Thursday,12,3,False,Premium ($15–20)
2473,1096,2023-01-19,12:56:45,128,Cheese Lasagna,Italian,15.5,1,Jan,Thursday,12,3,False,Premium ($15–20)
2474,1096,2023-01-19,12:56:45,128,Cheese Lasagna,Italian,15.5,1,Jan,Thursday,12,3,False,Premium ($15–20)
2475,1096,2023-01-19,12:56:45,111,California Roll,Asian,11.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2476,1096,2023-01-19,12:56:45,111,California Roll,Asian,11.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2477,1096,2023-01-19,12:56:45,112,Salmon Roll,Asian,14.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2478,1096,2023-01-19,12:56:45,119,Chicken Torta,Mexican,11.95,1,Jan,Thursday,12,3,False,Mid ($10–15)
2479,1096,2023-01-19,12:56:45,121,Cheese Quesadillas,Mexican,10.5,1,Jan,Thursday,12,3,False,Mid ($10–15)
2480,1096,2023-01-19,12:56:45,122,Chips & Salsa,Mexican,7.0,1,Jan,Thursday,12,3,False,Budget (<$10)
2481,1096,2023-01-19,12:56:45,132,Eggplant Parmesan,Italian,16.95,1,Jan,Thursday,12,3,False,Premium ($15–20)
2482,1097,2023-01-19,13:02:07,101,Hamburger,American,12.95,1,Jan,Thursday,13,3,False,Mid ($10–15)
2483,1098,2023-01-19,13:25:39,111,California Roll,Asian,11.95,1,Jan,Thursday,13,3,False,Mid ($10–15)
2484,1098,2023-01-19,13:25:39,114,Potstickers,Asian,9.0,1,Jan,Thursday,13,3,False,Budget (<$10)
2485,1099,2023-01-19,13:33:24,117,Chicken Burrito,Mexican,12.95,1,Jan,Thursday,13,3,False,Mid ($10–15)
2486,1099,2023-01-19,13:33:24,128,Cheese Lasagna,Italian,15.5,1,Jan,Thursday,13,3,False,Premium ($15–20)
2487,1100,2023-01-19,13:34:27,103,Hot Dog,American,9.0,1,Jan,Thursday,13,3,False,Budget (<$10)
2488,1100,2023-01-19,13:34:27,126,Fettuccine Alfredo,Italian,14.5,1,Jan,Thursday,13,3,False,Mid ($10–15)
2489,1100,2023-01-19,13:34:27,129,Mushroom Ravioli,Italian,15.5,1,Jan,Thursday,13,3,False,Premium ($15–20)
2490,1100,2023-01-19,13:34:27,111,California Roll,Asian,11.95,1,Jan,Thursday,13,3,False,Mid ($10–15)
2491,1100,2023-01-19,13:34:27,106,French Fries,American,7.0,1,Jan,Thursday,13,3,False,Budget (<$10)
2492,1101,2023-01-19,13:36:26,102,Cheeseburger,American,13.95,1,Jan,Thursday,13,3,False,Mid ($10–15)
2493,1102,2023-01-19,14:03:20,110,Pork Ramen,Asian,17.95,1,Jan,Thursday,14,3,False,Premium ($15–20)
2494,1103,2023-01-19,14:08:12,114,Potstickers,Asian,9.0,1,Jan,Thursday,14,3,False,Budget (<$10)
2495,1104,2023-01-19,14:39:45,102,Cheeseburger,American,13.95,1,Jan,Thursday,14,3,False,Mid ($10–15)
2496,1104,2023-01-19,14:39:45,104,Veggie Burger,American,10.5,1,Jan,Thursday,14,3,False,Mid ($10–15)
2497,1104,2023-01-19,14:39:45,126,Fettuccine Alfredo,Italian,14.5,1,Jan,Thursday,14,3,False,Mid ($10–15)
2498,1104,2023-01-19,14:39:45,127,Meat Lasagna,Italian,17.95,1,Jan,Thursday,14,3,False,Premium ($15–20)
2499,1105,2023-01-19,15:13:54,116,Steak Tacos,Mexican,13.95,1,Jan,Thursday,15,3,False,Mid ($10–15)
2500,1105,2023-01-19,15:13:54,103,Hot Dog,American,9.0,1,Jan,Thursday,15,3,False,Budget (<$10)
2501,1105,2023-01-19,15:13:54,106,French Fries,American,7.0,1,Jan,Thursday,15,3,False,Budget (<$10)
2502,1106,2023-01-19,15:17:39,120,Steak Torta,Mexican,13.95,1,Jan,Thursday,15,3,False,Mid ($10–15)
2503,1107,2023-01-19,15:45:44,121,Cheese Quesadillas,Mexican,10.5,1,Jan,Thursday,15,3,False,Mid ($10–15)
2504,1108,2023-01-19,16:18:49,120,Steak Torta,Mexican,13.95,1,Jan,Thursday,16,3,False,Mid ($10–15)
2505,1109,2023-01-19,16:20:22,112,Salmon Roll,Asian,14.95,1,Jan,Thursday,16,3,False,Mid ($10–15)
2506,1109,2023-01-19,16:20:22,113,Edamame,Asian,5.0,1,Jan,Thursday,16,3,False,Budget (<$10)
2507,1110,2023-01-19,16:33:35,109,Korean Beef Bowl,Asian,17.95,1,Jan,Thursday,16,3,False,Premium ($15–20)
2508,1110,2023-01-19,16:33:35,131,Chicken Parmesan,Italian,17.95,1,Jan,Thursday,16,3,False,Premium ($15–20)
2509,1111,2023-01-19,16:35:46,117,Chicken Burrito,Mexican,12.95,1,Jan,Thursday,16,3,False,Mid ($10–15)
2510,1112,2023-01-19,16:46:00,103,Hot Dog,American,9.0,1,Jan,Thursday,16,3,False,Budget (<$10)
2511,1112,2023-01-19,16:46:00,109,Korean Beef Bowl,Asian,17.95,1,Jan,Thursday,16,3,False,Premium ($15–20)
2512,1112,2023-01-19,16:46:00,131,Chicken Parmesan,Italian,17.95,1,Jan,Thursday,16,3,False,Premium ($15–20)
2514,1113,2023-01-19,17:00:44,107,Orange Chicken,Asian,16.5,1,Jan,Thursday,17,3,False,Premium ($15–20)
2515,1113,2023-01-19,17:00:44,109,Korean Beef Bowl,Asian,17.95,1,Jan,Thursday,17,3,False,Premium ($15–20)
2516,1114,2023-01-19,17:00:53,107,Orange Chicken,Asian,16.5,1,Jan,Thursday,17,3,False,Premium ($15–20)
2517,1114,2023-01-19,17:00:53,124,Spaghetti,Italian,14.5,1,Jan,Thursday,17,3,False,Mid ($10–15)
2518,1115,2023-01-19,17:08:55,120,Steak Torta,Mexican,13.95,1,Jan,Thursday,17,3,False,Mid ($10–15)
2519,1115,2023-01-19,17:08:55,106,French Fries,American,7.0,1,Jan,Thursday,17,3,False,Budget (<$10)
2520,1116,2023-01-19,17:09:15,108,Tofu Pad Thai,Asian,14.5,1,Jan,Thursday,17,3,False,Mid ($10–15)
2521,1116,2023-01-19,17:09:15,119,Chicken Torta,Mexican,11.95,1,Jan,Thursday,17,3,False,Mid ($10–15)
2522,1116,2023-01-19,17:09:15,122,Chips & Salsa,Mexican,7.0,1,Jan,Thursday,17,3,False,Budget (<$10)
2523,1116,2023-01-19,17:09:15,130,Shrimp Scampi,Italian,19.95,1,Jan,Thursday,17,3,False,Premium ($15–20)
2524,1117,2023-01-19,17:13:25,102,Cheeseburger,American,13.95,1,Jan,Thursday,17,3,False,Mid ($10–15)
2525,1118,2023-01-19,17:19:49,131,Chicken Parmesan,Italian,17.95,1,Jan,Thursday,17,3,False,Premium ($15–20)
2526,1119,2023-01-19,17:42:23,107,Orange Chicken,Asian,16.5,1,Jan,Thursday,17,3,False,Premium ($15–20)
2527,1119,2023-01-19,17:42:23,110,Pork Ramen,Asian,17.95,1,Jan,Thursday,17,3,False,Premium ($15–20)
2528,1120,2023-01-19,17:46:46,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Thursday,17,3,False,Premium ($15–20)
2529,1120,2023-01-19,17:46:46,112,Salmon Roll,Asian,14.95,1,Jan,Thursday,17,3,False,Mid ($10–15)
2530,1121,2023-01-19,18:15:08,107,Orange Chicken,Asian,16.5,1,Jan,Thursday,18,3,False,Premium ($15–20)
2532,1122,2023-01-19,18:16:44,108,Tofu Pad Thai,Asian,14.5,1,Jan,Thursday,18,3,False,Mid ($10–15)
2533,1122,2023-01-19,18:16:44,105,Mac & Cheese,American,7.0,1,Jan,Thursday,18,3,False,Budget (<$10)
2534,1122,2023-01-19,18:16:44,131,Chicken Parmesan,Italian,17.95,1,Jan,Thursday,18,3,False,Premium ($15–20)
2535,1122,2023-01-19,18:16:44,106,French Fries,American,7.0,1,Jan,Thursday,18,3,False,Budget (<$10)
2536,1123,2023-01-19,18:21:36,101,Hamburger,American,12.95,1,Jan,Thursday,18,3,False,Mid ($10–15)
2537,1123,2023-01-19,18:21:36,109,Korean Beef Bowl,Asian,17.95,1,Jan,Thursday,18,3,False,Premium ($15–20)
2538,1124,2023-01-19,18:29:26,116,Steak Tacos,Mexican,13.95,1,Jan,Thursday,18,3,False,Mid ($10–15)
2539,1124,2023-01-19,18:29:26,110,Pork Ramen,Asian,17.95,1,Jan,Thursday,18,3,False,Premium ($15–20)
2540,1125,2023-01-19,18:45:40,109,Korean Beef Bowl,Asian,17.95,1,Jan,Thursday,18,3,False,Premium ($15–20)
2541,1125,2023-01-19,18:45:40,129,Mushroom Ravioli,Italian,15.5,1,Jan,Thursday,18,3,False,Premium ($15–20)
2542,1126,2023-01-19,18:48:46,105,Mac & Cheese,American,7.0,1,Jan,Thursday,18,3,False,Budget (<$10)
2543,1127,2023-01-19,18:53:52,108,Tofu Pad Thai,Asian,14.5,1,Jan,Thursday,18,3,False,Mid ($10–15)
2544,1127,2023-01-19,18:53:52,112,Salmon Roll,Asian,14.95,1,Jan,Thursday,18,3,False,Mid ($10–15)
2545,1127,2023-01-19,18:53:52,132,Eggplant Parmesan,Italian,16.95,1,Jan,Thursday,18,3,False,Premium ($15–20)
2546,1128,2023-01-19,18:59:54,102,Cheeseburger,American,13.95,1,Jan,Thursday,18,3,False,Mid ($10–15)
2547,1128,2023-01-19,18:59:54,106,French Fries,American,7.0,1,Jan,Thursday,18,3,False,Budget (<$10)
2548,1129,2023-01-19,19:00:20,102,Cheeseburger,American,13.95,1,Jan,Thursday,19,3,False,Mid ($10–15)
2549,1129,2023-01-19,19:00:20,109,Korean Beef Bowl,Asian,17.95,1,Jan,Thursday,19,3,False,Premium ($15–20)
2550,1129,2023-01-19,19:00:20,112,Salmon Roll,Asian,14.95,1,Jan,Thursday,19,3,False,Mid ($10–15)
2551,1130,2023-01-19,19:03:05,124,Spaghetti,Italian,14.5,1,Jan,Thursday,19,3,False,Mid ($10–15)
2552,1130,2023-01-19,19:03:05,117,Chicken Burrito,Mexican,12.95,1,Jan,Thursday,19,3,False,Mid ($10–15)
2553,1131,2023-01-19,19:06:42,126,Fettuccine Alfredo,Italian,14.5,1,Jan,Thursday,19,3,False,Mid ($10–15)
2554,1131,2023-01-19,19:06:42,113,Edamame,Asian,5.0,1,Jan,Thursday,19,3,False,Budget (<$10)
2555,1132,2023-01-19,19:51:37,102,Cheeseburger,American,13.95,1,Jan,Thursday,19,3,False,Mid ($10–15)
2556,1132,2023-01-19,19:51:37,124,Spaghetti,Italian,14.5,1,Jan,Thursday,19,3,False,Mid ($10–15)
2557,1132,2023-01-19,19:51:37,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Thursday,19,3,False,Premium ($15–20)
2558,1132,2023-01-19,19:51:37,113,Edamame,Asian,5.0,1,Jan,Thursday,19,3,False,Budget (<$10)
2559,1133,2023-01-19,19:59:17,110,Pork Ramen,Asian,17.95,1,Jan,Thursday,19,3,False,Premium ($15–20)
2560,1133,2023-01-19,19:59:17,111,California Roll,Asian,11.95,1,Jan,Thursday,19,3,False,Mid ($10–15)
2561,1133,2023-01-19,19:59:17,112,Salmon Roll,Asian,14.95,1,Jan,Thursday,19,3,False,Mid ($10–15)
2562,1133,2023-01-19,19:59:17,114,Potstickers,Asian,9.0,1,Jan,Thursday,19,3,False,Budget (<$10)
2563,1134,2023-01-19,20:05:41,112,Salmon Roll,Asian,14.95,1,Jan,Thursday,20,3,False,Mid ($10–15)
2564,1135,2023-01-19,21:15:41,113,Edamame,Asian,5.0,1,Jan,Thursday,21,3,False,Budget (<$10)
2565,1136,2023-01-19,21:59:06,117,Chicken Burrito,Mexican,12.95,1,Jan,Thursday,21,3,False,Mid ($10–15)
2566,1136,2023-01-19,21:59:06,106,French Fries,American,7.0,1,Jan,Thursday,21,3,False,Budget (<$10)
2567,1136,2023-01-19,21:59:06,132,Eggplant Parmesan,Italian,16.95,1,Jan,Thursday,21,3,False,Premium ($15–20)
2568,1137,2023-01-19,22:13:28,121,Cheese Quesadillas,Mexican,10.5,1,Jan,Thursday,22,3,False,Mid ($10–15)
2569,1137,2023-01-19,22:13:28,132,Eggplant Parmesan,Italian,16.95,1,Jan,Thursday,22,3,False,Premium ($15–20)
2570,1138,2023-01-20,11:21:49,129,Mushroom Ravioli,Italian,15.5,1,Jan,Friday,11,3,False,Premium ($15–20)
2571,1139,2023-01-20,11:25:59,117,Chicken Burrito,Mexican,12.95,1,Jan,Friday,11,3,False,Mid ($10–15)
2572,1139,2023-01-20,11:25:59,120,Steak Torta,Mexican,13.95,1,Jan,Friday,11,3,False,Mid ($10–15)
2573,1139,2023-01-20,11:25:59,122,Chips & Salsa,Mexican,7.0,1,Jan,Friday,11,3,False,Budget (<$10)
2574,1139,2023-01-20,11:25:59,114,Potstickers,Asian,9.0,1,Jan,Friday,11,3,False,Budget (<$10)
2575,1140,2023-01-20,11:31:16,110,Pork Ramen,Asian,17.95,1,Jan,Friday,11,3,False,Premium ($15–20)
2576,1140,2023-01-20,11:31:16,127,Meat Lasagna,Italian,17.95,1,Jan,Friday,11,3,False,Premium ($15–20)
2577,1140,2023-01-20,11:31:16,129,Mushroom Ravioli,Italian,15.5,1,Jan,Friday,11,3,False,Premium ($15–20)
2578,1140,2023-01-20,11:31:16,113,Edamame,Asian,5.0,1,Jan,Friday,11,3,False,Budget (<$10)
2580,1141,2023-01-20,11:35:08,131,Chicken Parmesan,Italian,17.95,1,Jan,Friday,11,3,False,Premium ($15–20)
2581,1142,2023-01-20,11:36:48,120,Steak Torta,Mexican,13.95,1,Jan,Friday,11,3,False,Mid ($10–15)
2582,1143,2023-01-20,11:37:33,107,Orange Chicken,Asian,16.5,1,Jan,Friday,11,3,False,Premium ($15–20)
2583,1143,2023-01-20,11:37:33,124,Spaghetti,Italian,14.5,1,Jan,Friday,11,3,False,Mid ($10–15)
2584,1143,2023-01-20,11:37:33,117,Chicken Burrito,Mexican,12.95,1,Jan,Friday,11,3,False,Mid ($10–15)
2585,1144,2023-01-20,12:02:21,129,Mushroom Ravioli,Italian,15.5,1,Jan,Friday,12,3,False,Premium ($15–20)
2586,1144,2023-01-20,12:02:21,119,Chicken Torta,Mexican,11.95,1,Jan,Friday,12,3,False,Mid ($10–15)
2587,1145,2023-01-20,12:04:15,104,Veggie Burger,American,10.5,1,Jan,Friday,12,3,False,Mid ($10–15)
2588,1145,2023-01-20,12:04:15,128,Cheese Lasagna,Italian,15.5,1,Jan,Friday,12,3,False,Premium ($15–20)
2589,1145,2023-01-20,12:04:15,122,Chips & Salsa,Mexican,7.0,1,Jan,Friday,12,3,False,Budget (<$10)
2590,1145,2023-01-20,12:04:15,123,Chips & Guacamole,Mexican,9.0,1,Jan,Friday,12,3,False,Budget (<$10)
2591,1146,2023-01-20,12:12:00,123,Chips & Guacamole,Mexican,9.0,1,Jan,Friday,12,3,False,Budget (<$10)
2592,1147,2023-01-20,12:12:25,121,Cheese Quesadillas,Mexican,10.5,1,Jan,Friday,12,3,False,Mid ($10–15)
2593,1148,2023-01-20,12:17:42,107,Orange Chicken,Asian,16.5,1,Jan,Friday,12,3,False,Premium ($15–20)
2594,1148,2023-01-20,12:17:42,117,Chicken Burrito,Mexican,12.95,1,Jan,Friday,12,3,False,Mid ($10–15)
2595,1149,2023-01-20,12:22:41,126,Fettuccine Alfredo,Italian,14.5,1,Jan,Friday,12,3,False,Mid ($10–15)
2596,1149,2023-01-20,12:22:41,119,Chicken Torta,Mexican,11.95,1,Jan,Friday,12,3,False,Mid ($10–15)
2597,1150,2023-01-20,12:39:05,102,Cheeseburger,American,13.95,1,Jan,Friday,12,3,False,Mid ($10–15)
2598,1150,2023-01-20,12:39:05,104,Veggie Burger,American,10.5,1,Jan,Friday,12,3,False,Mid ($10–15)
2599,1150,2023-01-20,12:39:05,108,Tofu Pad Thai,Asian,14.5,1,Jan,Friday,12,3,False,Mid ($10–15)
2600,1150,2023-01-20,12:39:05,108,Tofu Pad Thai,Asian,14.5,1,Jan,Friday,12,3,False,Mid ($10–15)
2601,1150,2023-01-20,12:39:05,124,Spaghetti,Italian,14.5,1,Jan,Friday,12,3,False,Mid ($10–15)
2602,1150,2023-01-20,12:39:05,126,Fettuccine Alfredo,Italian,14.5,1,Jan,Friday,12,3,False,Mid ($10–15)
2603,1150,2023-01-20,12:39:05,117,Chicken Burrito,Mexican,12.95,1,Jan,Friday,12,3,False,Mid ($10–15)
2604,1150,2023-01-20,12:39:05,111,California Roll,Asian,11.95,1,Jan,Friday,12,3,False,Mid ($10–15)
2605,1150,2023-01-20,12:39:05,111,California Roll,Asian,11.95,1,Jan,Friday,12,3,False,Mid ($10–15)
2606,1150,2023-01-20,12:39:05,121,Cheese Quesadillas,Mexican,10.5,1,Jan,Friday,12,3,False,Mid ($10–15)
2607,1150,2023-01-20,12:39:05,105,Mac & Cheese,American,7.0,1,Jan,Friday,12,3,False,Budget (<$10)
2608,1150,2023-01-20,12:39:05,106,French Fries,American,7.0,1,Jan,Friday,12,3,False,Budget (<$10)
2609,1151,2023-01-20,12:43:36,125,Spaghetti & Meatballs,Italian,17.95,1,Jan,Friday,12,3,False,Premium ($15–20)
2610,1152,2023-01-20,12:44:23,103,Hot Dog,American,9.0,1,Jan,Friday,12,3,False,Budget (<$10)
2611,1153,2023-01-20,12:56:30,107,Orange Chicken,Asian,16.5,1,Jan,Friday,12,3,False,Premium ($15–20)
2612,1153,2023-01-20,12:56:30,108,Tofu Pad Thai,Asian,14.5,1,Jan,Friday,12,3,False,Mid ($10–15)
2613,1153,2023-01-20,12:56:30,124,Spaghetti,Italian,14.5,1,Jan,Friday,12,3,False,Mid ($10–15)
2614,1153,2023-01-20,12:56:30,110,Pork Ramen,Asian,17.95,1,Jan,Friday,12,3,False,Premium ($15–20)
2615,1153,2023-01-20,12:56:30,117,Chicken Burrito,Mexican,12.95,1,Jan,Friday,12,3,False,Mid ($10–15)
2616,1153,2023-01-20,12:56:30,111,California Roll,Asian,11.95,1,Jan,Friday,12,3,False,Mid ($10–15)
2617,1153,2023-01-20,12:56:30,118,Steak Burrito,Mexican,14.95,1,Jan,Friday,12,3,False,Mid ($10–15)
2618,1153,2023-01-20,12:56:30,120,Steak Torta,Mexican,13.95,1,Jan,Friday,12,3,False,Mid ($10–15)
2619,1153,2023-01-20,12:56:30,121,Cheese Quesadillas,Mexican,10.5,1,Jan,Friday,12,3,False,Mid ($10–15)
2620,1153,2023-01-20,12:56:30,105,Mac & Cheese,American,7.0,1,Jan,Friday,12,3,False,Budget (<$10)
2621,1153,2023-01-20,12:56:30,122,Chips & Salsa,Mexican,7.0,1,Jan,Friday,12,3,False,Budget (<$10)
2622,1154,2023-01-20,12:59:38,124,Spaghetti,Italian,14.5,1,Jan,Friday,12,3,False,Mid ($10–15)
2623,1154,2023-01-20,12:59:38,113,Edamame,Asian,5.0,1,Jan,Friday,12,3,False,Budget (<$10)
2624,1154,2023-01-20,12:59:38,119,Chicken Torta,Mexican,11.95,1,Jan,Friday,12,3,False,Mid ($10–15)
2625,1155,2023-01-20,13:05:11,109,Korean Beef Bowl,Asian,17.95,1,Jan,Friday,13,3,False,Premium ($15–20)
2626,1156,2023-01-20,13:14:15,110,Pork Ramen,Asian,17.95,1,Jan,Friday,13,3,False,Premium ($15–20)
